"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2011-09-19 10:34:10,TRUE,FALSE,0,FALSE,2011-09-19 10:34:10,0
2011-09-19 23:11:30,FALSE,FALSE,0,FALSE,2011-09-19 23:12:30,0
2011-09-20 10:42:30,TRUE,FALSE,0,FALSE,2011-09-20 10:42:30,0
2011-09-20 23:20:30,FALSE,FALSE,0,FALSE,2011-09-20 23:21:30,0
2011-09-21 10:43:50,TRUE,FALSE,0,FALSE,2011-09-21 10:43:50,0
2011-09-21 23:10:30,FALSE,FALSE,0,FALSE,2011-09-21 23:11:30,0
2011-09-22 10:42:00,TRUE,FALSE,0,FALSE,2011-09-22 10:42:00,0
2011-09-22 23:16:30,FALSE,FALSE,0,FALSE,2011-09-22 23:17:30,0
2011-09-23 10:57:35,TRUE,FALSE,0,FALSE,2011-09-23 10:57:35,0
2011-09-23 23:20:30,FALSE,FALSE,0,FALSE,2011-09-23 23:21:30,0
2011-09-24 10:55:47,TRUE,FALSE,0,FALSE,2011-09-24 10:55:47,0
2011-09-24 23:02:30,FALSE,FALSE,0,FALSE,2011-09-24 23:03:30,0
2011-09-25 11:01:30,TRUE,FALSE,0,FALSE,2011-09-25 11:01:30,0
2011-09-25 23:10:30,FALSE,FALSE,0,FALSE,2011-09-25 23:11:30,0
2011-09-26 10:51:50,TRUE,FALSE,0,FALSE,2011-09-26 10:51:50,0
2011-09-26 23:12:30,FALSE,FALSE,0,FALSE,2011-09-26 23:13:30,0
2011-09-27 10:59:34,TRUE,FALSE,0,FALSE,2011-09-27 10:59:34,0
2011-09-27 23:15:30,FALSE,FALSE,0,FALSE,2011-09-27 23:16:30,0
2011-09-28 10:54:10,TRUE,FALSE,0,FALSE,2011-09-28 10:54:10,0
2011-09-28 23:12:30,FALSE,FALSE,0,FALSE,2011-09-28 23:13:30,0
2011-09-29 10:43:30,TRUE,FALSE,0,FALSE,2011-09-29 10:43:30,0
2011-09-29 23:15:30,FALSE,FALSE,0,FALSE,2011-09-29 23:16:30,0
2011-09-30 11:02:00,TRUE,FALSE,0,FALSE,2011-09-30 11:02:00,0
2011-09-30 23:20:30,FALSE,FALSE,0,FALSE,2011-09-30 23:21:30,0
2011-10-01 11:06:00,TRUE,FALSE,0,FALSE,2011-10-01 11:06:00,0
2011-10-01 23:22:30,FALSE,FALSE,0,FALSE,2011-10-01 23:23:30,0
2011-10-02 11:05:30,TRUE,FALSE,0,FALSE,2011-10-02 11:05:30,0
2011-10-02 23:20:30,FALSE,FALSE,0,FALSE,2011-10-02 23:21:30,0
2011-10-03 11:05:30,TRUE,FALSE,0,FALSE,2011-10-03 11:05:30,0
2011-10-03 23:17:30,FALSE,FALSE,0,FALSE,2011-10-03 23:18:30,0
2011-10-04 11:12:10,TRUE,FALSE,0,FALSE,2011-10-04 11:12:10,0
2011-10-04 23:22:30,FALSE,FALSE,0,FALSE,2011-10-04 23:23:30,0
2011-10-05 11:13:54,TRUE,FALSE,0,FALSE,2011-10-05 11:13:54,0
2011-10-05 23:18:30,FALSE,FALSE,0,FALSE,2011-10-05 23:19:30,0
2011-10-06 11:15:30,TRUE,FALSE,0,FALSE,2011-10-06 11:15:30,0
2011-10-06 23:16:30,FALSE,FALSE,0,FALSE,2011-10-06 23:17:30,0
2011-10-07 11:16:10,TRUE,FALSE,0,FALSE,2011-10-07 11:16:10,0
2011-10-07 23:08:30,FALSE,FALSE,0,FALSE,2011-10-07 23:09:30,0
2011-10-08 11:13:47,TRUE,FALSE,0,FALSE,2011-10-08 11:13:47,0
2011-10-08 23:14:30,FALSE,FALSE,0,FALSE,2011-10-08 23:15:30,0
2011-10-09 11:18:00,TRUE,FALSE,0,FALSE,2011-10-09 11:18:00,0
2011-10-09 23:14:30,FALSE,FALSE,0,FALSE,2011-10-09 23:15:30,0
2011-10-10 11:24:30,TRUE,FALSE,0,FALSE,2011-10-10 11:24:30,0
2011-10-10 23:06:30,FALSE,FALSE,0,FALSE,2011-10-10 23:07:30,0
2011-10-11 11:29:30,TRUE,FALSE,0,FALSE,2011-10-11 11:29:30,0
2011-10-11 23:00:30,FALSE,FALSE,0,FALSE,2011-10-11 23:01:30,0
2011-10-12 11:23:30,TRUE,FALSE,0,FALSE,2011-10-12 11:23:30,0
2011-10-12 23:02:12,FALSE,FALSE,0,FALSE,2011-10-12 23:03:12,0
2011-10-13 11:26:10,TRUE,FALSE,0,FALSE,2011-10-13 11:26:10,0
2011-10-13 23:06:30,FALSE,FALSE,0,FALSE,2011-10-13 23:07:30,0
2011-10-14 11:21:30,TRUE,FALSE,0,FALSE,2011-10-14 11:21:30,0
2011-10-14 23:04:10,FALSE,FALSE,0,FALSE,2011-10-14 23:05:10,0
2011-10-15 11:18:30,TRUE,FALSE,0,FALSE,2011-10-15 11:18:30,0
2011-10-15 23:08:30,FALSE,FALSE,0,FALSE,2011-10-15 23:09:30,0
2011-10-16 11:18:10,TRUE,FALSE,0,FALSE,2011-10-16 11:18:10,0
2011-10-16 23:07:30,FALSE,FALSE,0,FALSE,2011-10-16 23:08:30,0
2011-10-17 11:17:54,TRUE,FALSE,0,FALSE,2011-10-17 11:17:54,0
2011-10-17 23:04:30,FALSE,FALSE,0,FALSE,2011-10-17 23:05:30,0
2011-10-18 11:15:50,TRUE,FALSE,0,FALSE,2011-10-18 11:15:50,0
2011-10-18 22:54:30,FALSE,FALSE,0,FALSE,2011-10-18 22:55:30,0
2011-10-19 11:29:30,TRUE,FALSE,0,FALSE,2011-10-19 11:29:30,0
2011-10-19 23:01:30,FALSE,FALSE,0,FALSE,2011-10-19 23:02:30,0
2011-10-20 11:15:30,TRUE,FALSE,0,FALSE,2011-10-20 11:15:30,0
2011-10-20 22:58:30,FALSE,FALSE,0,FALSE,2011-10-20 22:59:30,0
2011-10-21 11:00:10,TRUE,FALSE,0,FALSE,2011-10-21 11:00:10,0
2011-10-21 23:04:00,FALSE,FALSE,0,FALSE,2011-10-21 23:05:00,0
2011-10-22 10:50:30,TRUE,FALSE,0,FALSE,2011-10-22 10:50:30,0
2011-10-22 22:48:30,FALSE,FALSE,0,FALSE,2011-10-22 22:49:30,0
2011-10-23 10:49:45,TRUE,FALSE,0,FALSE,2011-10-23 10:49:45,0
2011-10-23 22:50:30,FALSE,FALSE,0,FALSE,2011-10-23 22:51:30,0
2011-10-24 10:46:30,TRUE,FALSE,0,FALSE,2011-10-24 10:46:30,0
2011-10-24 22:44:30,FALSE,FALSE,0,FALSE,2011-10-24 22:45:30,0
2011-10-25 10:44:30,TRUE,FALSE,0,FALSE,2011-10-25 10:44:30,0
2011-10-25 22:42:30,FALSE,FALSE,0,FALSE,2011-10-25 22:43:30,0
2011-10-26 10:51:30,TRUE,FALSE,0,FALSE,2011-10-26 10:51:30,0
2011-10-26 22:40:30,FALSE,FALSE,0,FALSE,2011-10-26 22:41:30,0
2011-10-27 10:46:30,TRUE,FALSE,0,FALSE,2011-10-27 10:46:30,0
2011-10-27 22:36:30,FALSE,FALSE,0,FALSE,2011-10-27 22:37:30,0
2011-10-28 10:59:31,TRUE,FALSE,0,FALSE,2011-10-28 10:59:31,0
2011-10-28 22:32:30,FALSE,FALSE,0,FALSE,2011-10-28 22:33:30,0
2011-10-29 10:55:30,TRUE,FALSE,0,FALSE,2011-10-29 10:55:30,0
2011-10-29 22:34:30,FALSE,FALSE,0,FALSE,2011-10-29 22:35:30,0
2011-10-30 10:59:31,TRUE,FALSE,0,FALSE,2011-10-30 10:59:31,0
2011-10-30 22:34:30,FALSE,FALSE,0,FALSE,2011-10-30 22:35:30,0
2011-10-31 10:58:30,TRUE,FALSE,0,FALSE,2011-10-31 10:58:30,0
2011-10-31 22:36:30,FALSE,FALSE,0,FALSE,2011-10-31 22:37:30,0
2011-11-01 10:57:54,TRUE,FALSE,0,FALSE,2011-11-01 10:57:54,0
2011-11-01 22:39:30,FALSE,FALSE,0,FALSE,2011-11-01 22:40:30,0
2011-11-02 10:55:38,TRUE,FALSE,0,FALSE,2011-11-02 10:55:38,0
2011-11-02 22:40:30,FALSE,FALSE,0,FALSE,2011-11-02 22:41:30,0
2011-11-03 10:57:30,TRUE,FALSE,0,FALSE,2011-11-03 10:57:30,0
2011-11-03 22:42:30,FALSE,FALSE,0,FALSE,2011-11-03 22:43:30,0
2011-11-04 10:55:30,TRUE,FALSE,0,FALSE,2011-11-04 10:55:30,0
2011-11-04 22:26:30,FALSE,FALSE,0,FALSE,2011-11-04 22:27:30,0
2011-11-05 10:19:30,TRUE,FALSE,0,FALSE,2011-11-05 10:19:30,0
2011-11-05 22:10:30,FALSE,FALSE,0,FALSE,2011-11-05 22:11:30,0
2011-11-06 10:22:30,TRUE,FALSE,0,FALSE,2011-11-06 10:22:30,0
2011-11-06 22:14:30,FALSE,FALSE,0,FALSE,2011-11-06 22:15:30,0
2011-11-07 10:30:10,TRUE,FALSE,0,FALSE,2011-11-07 10:30:10,0
2011-11-07 22:10:30,FALSE,FALSE,0,FALSE,2011-11-07 22:11:30,0
2011-11-08 10:32:30,TRUE,FALSE,0,FALSE,2011-11-08 10:32:30,0
2011-11-08 22:08:30,FALSE,FALSE,0,FALSE,2011-11-08 22:09:30,0
2011-11-09 10:39:30,TRUE,FALSE,0,FALSE,2011-11-09 10:39:30,0
2011-11-09 22:08:30,FALSE,FALSE,0,FALSE,2011-11-09 22:09:30,0
2011-11-10 10:35:30,TRUE,FALSE,0,FALSE,2011-11-10 10:35:30,0
2011-11-10 22:09:30,FALSE,FALSE,0,FALSE,2011-11-10 22:10:30,0
2011-11-11 10:34:00,TRUE,FALSE,0,FALSE,2011-11-11 10:34:00,0
2011-11-11 21:52:30,FALSE,FALSE,0,FALSE,2011-11-11 21:53:30,0
